prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p001,0,0,4,"Dwight from The Office as a Jedi, 8-bit pixel art, retro game sprite, vibrant colors, clean lines, sharp details, nostalgic gaming aesthetic",top,12349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p001__seed_12349.png,14.449821,ok,41.72555541992188,ViT-B-32/laion2b_s34b_b79k,0.33935546875,v2.1,1.2991608381271362,ImageReward-v1.0
p002,1,1,4,"digital illustration of nick cave baking pizza, neon colors, surreal and unsettling, intricate details, vivid and vibrant, by kuvshinov ilya, wayne barlowe, and artgerm",top,13349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p002__seed_13349.png,13.978716,ok,46.43685150146485,ViT-B-32/laion2b_s34b_b79k,0.352294921875,v2.1,1.943293809890747,ImageReward-v1.0
p003,2,2,4,"Two highly detailed anime-style baseball cakes, with intricate bat motifs and the number 4 on top, showcasing vibrant colors, dynamic shading, and a soft golden hour light, with rich textures and a serene mood.",top,14349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p003__seed_14349.png,14.055405,ok,35.592830657958984,ViT-B-32/laion2b_s34b_b79k,0.307861328125,v2.1,0.21361957490444183,ImageReward-v1.0
p004,3,3,4,"A pixelated bedroom with a large window framed by soft curtains, showcasing a blocky mountain landscape under a serene sky with a misty ambiance.",top,15349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p004__seed_15349.png,14.173733,ok,44.12172317504883,ViT-B-32/laion2b_s34b_b79k,0.30126953125,v2.1,1.8101824522018433,ImageReward-v1.0
p005,4,4,4,"a pixel art gorilla at sunset near a pixelated lake, 8-bit colors, retro gaming style",top,16349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p005__seed_16349.png,14.154712,ok,45.45993041992188,ViT-B-32/laion2b_s34b_b79k,0.38525390625,v2.1,1.8935717344284058,ImageReward-v1.0
p006,5,5,4,"A highly detailed anime scene of an old mouse meticulously selecting orange juice in a bustling supermarket, with vibrant colors and intricate background details.",top,17349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p006__seed_17349.png,14.213386,ok,44.97974395751953,ViT-B-32/laion2b_s34b_b79k,0.372314453125,v2.1,1.545269250869751,ImageReward-v1.0
p007,6,6,4,"Young girl in forest at night, holding monster energy can, illuminated by camera flash, short ginger hair, shades, vintage digital photo, 2003, grainy, moody.",top,18349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p007__seed_18349.png,14.240089,ok,46.21260070800781,ViT-B-32/laion2b_s34b_b79k,0.322021484375,v2.1,1.8156260251998901,ImageReward-v1.0
p008,7,7,4,"create a neon-lit, ironic logo for ""Media Dullies"" with sleek, futuristic fonts, glowing cybernetic elements, and a dynamic, high-contrast composition in a vibrant color palette, set against a smooth gradient background with sharp focus and photorealistic detail",top,19349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p008__seed_19349.png,14.259542,ok,47.9667854309082,ViT-B-32/laion2b_s34b_b79k,0.273193359375,v2.1,1.2244046926498413,ImageReward-v1.0
p009,8,8,4,"Vibrant neonpunk portrait of a German Shepherd on a blue round canvas, with neon and cybernetic elements.",top,20349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p009__seed_20349.png,14.286299,ok,45.15956115722656,ViT-B-32/laion2b_s34b_b79k,0.36083984375,v2.1,1.838950514793396,ImageReward-v1.0
p010,9,9,4,"pixel art portrait of nicolas cage, 8-bit cloudy sky, lush pixelated landscape, retro game aesthetic, vibrant palette, detailed pixel work, nostalgic charm",top,21349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p010__seed_21349.png,14.295147,ok,42.36107635498047,ViT-B-32/laion2b_s34b_b79k,0.303955078125,v2.1,1.749438762664795,ImageReward-v1.0
p011,10,10,4,"Hatsune Miku, sitting at a table, teacup in hand, eyes closed, looking sleepy, no makeup, pixelated texture, forest background, night, smiling, muted colors, low contrast, soft lighting, 8-bit style, retro animation",top,22349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p011__seed_22349.png,14.307375,ok,44.66940307617188,ViT-B-32/laion2b_s34b_b79k,0.3583984375,v2.1,0.8097521066665649,ImageReward-v1.0
p012,11,11,4,"a golden wall with the word KA-BOOM in gleaming, photographic detail, under soft golden hour light, with rich textures and sharp focus, in a high-resolution image",top,23349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p012__seed_23349.png,14.286887,ok,47.47945022583008,ViT-B-32/laion2b_s34b_b79k,0.31298828125,v2.1,1.8085380792617798,ImageReward-v1.0
p013,12,12,4,"An Australian shepherd with neon-lit fur, shimmering in vibrant hues of electric blue and neon pink, standing in a cybernetic urban landscape with intricate circuit patterns, glowing highlights, and a dynamic perspective, bathed in soft golden hour light, high resolution, photorealistic.",top,24349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p013__seed_24349.png,14.295956,ok,43.090599060058594,ViT-B-32/laion2b_s34b_b79k,0.351806640625,v2.1,1.903667688369751,ImageReward-v1.0
p014,13,13,4,"8-bit pixel art of a blue knight, green car, and glacier landscape in Norway, fantasy style, colorful and detailed.",top,25349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p014__seed_25349.png,14.699927,ok,46.68568420410156,ViT-B-32/laion2b_s34b_b79k,0.31640625,v2.1,1.386159896850586,ImageReward-v1.0
p015,14,14,4,"Yoda holding a green balloon, cubist interpretation, fragmented planes, muted colors, Tokyo suburbs, geometric shapes, intricate details, modern art influence, soft golden hour light, dynamic perspective, high resolution, photorealistic, sharp focus.",top,26349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p015__seed_26349.png,14.26878,ok,43.18266296386719,ViT-B-32/laion2b_s34b_b79k,0.385498046875,v2.1,1.4937515258789062,ImageReward-v1.0
p016,15,15,4,"Impressionist portrait of a dapper Indian gentleman amidst a bouquet of lilies, bathed in soft golden hour light, with gentle brushstrokes and intricate details, evoking a nostalgic mood, matte finish, high resolution.",top,27349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p016__seed_27349.png,14.259722,ok,44.09049606323242,ViT-B-32/laion2b_s34b_b79k,0.336669921875,v2.1,1.9691567420959473,ImageReward-v1.0
p017,16,16,4,"attractive young girl with short ginger hair and shades, standing in a dark forest at night, holding a monster energy can, illuminated by a sudden camera flash, vintage digital photo from 2003, stark contrasts, grainy texture, moody atmosphere, high resolution, dynamic perspective",top,28349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p017__seed_28349.png,14.262305,ok,49.085636138916016,ViT-B-32/laion2b_s34b_b79k,0.298095703125,v2.1,1.7202246189117432,ImageReward-v1.0
p018,17,17,4,"magnificent fantasy art: Yoda and a majestic elephant playing soccer, ethereal glow, intricate detailing, mythical forest backdrop, dramatic chiaroscuro lighting, 8k resolution, high detail, vibrant color palette, serene mood",top,29349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p018__seed_29349.png,14.412909,ok,43.629974365234375,ViT-B-32/laion2b_s34b_b79k,0.3515625,v2.1,1.848692774772644,ImageReward-v1.0
p019,18,18,4,"8-bit furniture logo with a pixelated chair and sculptures, using rich shades of brown and beige. The name ""NUOVA"" in bold, chunky pixels, set against a clean, high-resolution background with a subtle, misty ambiance.",top,30349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p019__seed_30349.png,14.249413,ok,48.73136138916016,ViT-B-32/laion2b_s34b_b79k,0.30126953125,v2.1,1.8197063207626343,ImageReward-v1.0
p020,19,19,4,"Gouache painting of a powerful, mysterious pasta wizard, intricate noodle details, vibrant fantasy colors, smooth texture, sharp focus, high resolution, anthropomorphic, magical, ethereal glow, dynamic perspective, artstation quality",top,31349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p020__seed_31349.png,14.260086,ok,41.57954406738281,ViT-B-32/laion2b_s34b_b79k,0.365478515625,v2.1,1.8089988231658936,ImageReward-v1.0
p021,20,20,4,"cyberpunk ram sheep robot in neon-lit city, intricate mechanical details, dark and moody, manga style, dynamic angles, high contrast, detailed linework, cinematic composition, soft golden hour light, rich textures, vibrant color palette, sharp focus, high resolution",top,32349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_0/images/p021__seed_32349.png,14.260642,ok,46.84086608886719,ViT-B-32/laion2b_s34b_b79k,0.3701171875,v2.1,1.848860263824463,ImageReward-v1.0
