prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p4001,4000,0,3,"volumetric 3D render of medieval knights, hyperdetailed full-body designs, intricate armor textures, dramatic chiaroscuro lighting, cinematic angles, concept art by senior character artist, trending on ArtStation, high resolution, photorealistic, sharp focus",bottom,4012348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4001__seed_4012348.png,14.174894,ok,35.43132400512695,ViT-B-32/laion2b_s34b_b79k,0.319580078125,v2.1,0.6865574717521667,ImageReward-v1.0
p4002,4001,1,3,"animated metaverse art gallery reception, vibrant digital colors, dynamic character interactions, stylized backgrounds, fluid motion, exaggerated expressions, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",bottom,4013348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4002__seed_4013348.png,13.878539,ok,32.55607604980469,ViT-B-32/laion2b_s34b_b79k,0.260009765625,v2.1,0.16314072906970978,ImageReward-v1.0
p4003,4002,2,3,"starry night, hyper-realistic 3D, octane render, high detail, vibrant colors, smooth lighting, ethereal glow, dynamic perspective, sharp focus, serenely atmospheric",bottom,4014348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4003__seed_4014348.png,13.938746,ok,30.14262962341309,ViT-B-32/laion2b_s34b_b79k,0.2332763671875,v2.1,0.46392515301704407,ImageReward-v1.0
p4004,4003,3,3,"Retro futuristic combat walker leaps over rift, moody atmosphere, detailed textures, Unreal Engine 5.",bottom,4015348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4004__seed_4015348.png,13.989186,ok,35.61042404174805,ViT-B-32/laion2b_s34b_b79k,0.293212890625,v2.1,0.7827607989311218,ImageReward-v1.0
p4005,4004,4,3,"Times Square, grainy shot, dogs sprinting, neon lights, urban chaos.",bottom,4016348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4005__seed_4016348.png,14.050035,ok,37.25789642333984,ViT-B-32/laion2b_s34b_b79k,0.312255859375,v2.1,1.62790846824646,ImageReward-v1.0
p4006,4005,5,3,"lost in a vast, disorienting world, captured in a grainy, high-contrast black-and-white photograph with dramatic chiaroscuro and a sense of isolation, framed with a dynamic perspective",bottom,4017348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4006__seed_4017348.png,14.071219,ok,33.257545471191406,ViT-B-32/laion2b_s34b_b79k,0.234619140625,v2.1,1.0313820838928223,ImageReward-v1.0
p4007,4006,6,3,"A sleek shoe with smooth lines and bold, flat colors.",bottom,4018348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4007__seed_4018348.png,14.080524,ok,31.154281616210938,ViT-B-32/laion2b_s34b_b79k,0.232666015625,v2.1,0.02778475172817707,ImageReward-v1.0
p4008,4007,7,3,"gravity, cutout animation, flat vibrant colors, bold black outlines, playful geometric shapes, dynamic angled compositions, whimsical cast shadows, simple minimalist backgrounds, high-contrast vibrant palette",bottom,4019348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4008__seed_4019348.png,14.107273,ok,33.706275939941406,ViT-B-32/laion2b_s34b_b79k,0.2208251953125,v2.1,-0.6674410104751587,ImageReward-v1.0
p4009,4008,8,3,"tabletop game board, fantasy scene, intricate, detailed, gouache painting, smooth, vibrant colors, front view, rich textures, delicate brushstrokes",bottom,4020348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4009__seed_4020348.png,14.147224,ok,39.5930290222168,ViT-B-32/laion2b_s34b_b79k,0.2340087890625,v2.1,-0.47169750928878784,ImageReward-v1.0
p4010,4009,9,3,"8-bit protein, pixel art, vibrant colors, retro gaming",bottom,4021348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4010__seed_4021348.png,14.163509,ok,26.030298233032227,ViT-B-32/laion2b_s34b_b79k,0.34814453125,v2.1,0.48307284712791443,ImageReward-v1.0
p4011,4010,10,3,"whimsical garden trellis, photographic portrait, soft golden hour light, delicate shadows, vibrant flora, intricate details, serene atmosphere, high resolution, sharp focus",bottom,4022348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4011__seed_4022348.png,14.180104,ok,36.26963424682617,ViT-B-32/laion2b_s34b_b79k,0.342529296875,v2.1,1.172194242477417,ImageReward-v1.0
p4012,4011,11,3,"detailed anime portrait of dark sansa monster, intricate design, elegant lines, digital painting, sharp focus, smooth shading, concept art",bottom,4023348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4012__seed_4023348.png,14.204022,ok,33.85650634765625,ViT-B-32/laion2b_s34b_b79k,0.25244140625,v2.1,0.13723652064800262,ImageReward-v1.0
p4013,4012,12,3,"Johan Liebert and Alucard in a fantasy style, with long, flowing golden hair, dynamic poses, intricate details, glowing matte painting, elegant and mystical, heavy build with a mystical aura, infused with golden light and magical elements.",bottom,4024348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4013__seed_4024348.png,14.202816,ok,40.99640655517578,ViT-B-32/laion2b_s34b_b79k,0.31005859375,v2.1,1.0167189836502075,ImageReward-v1.0
p4014,4013,13,3,"a 3D model of a robot, volumetric, smooth surfaces, intricate mechanical details, glowing highlights, shadow play, depth and dimensionality",bottom,4025348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4014__seed_4025348.png,14.227403,ok,31.94705009460449,ViT-B-32/laion2b_s34b_b79k,0.308837890625,v2.1,-0.7208447456359863,ImageReward-v1.0
p4015,4014,14,3,"Anime key visual: masked figure with a mysterious symbol, ultra-detailed, vibrant color palette, dynamic composition, ethereal glow, high resolution, digital art, artstation",bottom,4026348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_4/images/p4015__seed_4026348.png,14.21143,ok,34.40233612060547,ViT-B-32/laion2b_s34b_b79k,0.26220703125,v2.1,1.495609164237976,ImageReward-v1.0
