prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p2001,2000,0,2,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2001__seed_2012347.png,14.386738,ok,29.646879196166992,ViT-B-32/laion2b_s34b_b79k,0.3212890625,v2.1,1.3234666585922241,ImageReward-v1.0
p2002,2001,1,2,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2002__seed_2013347.png,14.097883,ok,38.40308380126953,ViT-B-32/laion2b_s34b_b79k,0.3154296875,v2.1,1.5659799575805664,ImageReward-v1.0
p2003,2002,2,2,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2003__seed_2014347.png,14.40066,ok,38.21677017211914,ViT-B-32/laion2b_s34b_b79k,0.269775390625,v2.1,0.9259059429168701,ImageReward-v1.0
p2004,2003,3,2,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2004__seed_2015347.png,14.281974,ok,31.636926651000977,ViT-B-32/laion2b_s34b_b79k,0.277099609375,v2.1,0.7174916863441467,ImageReward-v1.0
p2005,2004,4,2,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2005__seed_2016347.png,14.345847,ok,40.04446792602539,ViT-B-32/laion2b_s34b_b79k,0.31982421875,v2.1,0.9140423536300659,ImageReward-v1.0
p2006,2005,5,2,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2006__seed_2017347.png,14.377613,ok,43.89620590209961,ViT-B-32/laion2b_s34b_b79k,0.3095703125,v2.1,0.21226902306079865,ImageReward-v1.0
p2007,2006,6,2,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2007__seed_2018347.png,14.414547,ok,40.67070770263672,ViT-B-32/laion2b_s34b_b79k,0.306396484375,v2.1,1.1887989044189453,ImageReward-v1.0
p2008,2007,7,2,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2008__seed_2019347.png,14.673976,ok,45.33717727661133,ViT-B-32/laion2b_s34b_b79k,0.36865234375,v2.1,1.1801429986953735,ImageReward-v1.0
p2009,2008,8,2,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2009__seed_2020347.png,14.472244,ok,42.51236724853516,ViT-B-32/laion2b_s34b_b79k,0.318115234375,v2.1,1.8525811433792114,ImageReward-v1.0
p2010,2009,9,2,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2010__seed_2021347.png,14.50241,ok,34.303348541259766,ViT-B-32/laion2b_s34b_b79k,0.35986328125,v2.1,1.7017184495925903,ImageReward-v1.0
