prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p2001,2000,0,2,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2001__seed_2012347.png,14.386738,ok
p2002,2001,1,2,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2002__seed_2013347.png,14.097883,ok
p2003,2002,2,2,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2003__seed_2014347.png,14.40066,ok
p2004,2003,3,2,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2004__seed_2015347.png,14.281974,ok
p2005,2004,4,2,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2005__seed_2016347.png,14.345847,ok
p2006,2005,5,2,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2006__seed_2017347.png,14.377613,ok
p2007,2006,6,2,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2007__seed_2018347.png,14.414547,ok
p2008,2007,7,2,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2008__seed_2019347.png,14.673976,ok
p2009,2008,8,2,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2009__seed_2020347.png,14.472244,ok
p2010,2009,9,2,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2010__seed_2021347.png,14.50241,ok
p2011,2010,10,2,"a very fancy French restaurant, painted in gouache with vibrant, translucent colors and delicate brushstrokes, capturing the elegant ambiance and refined details",top,2022347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2011__seed_2022347.png,14.777883,ok
p2012,2011,11,2,"town guard, pixel art, low-res, fantasy, bright, colorful, full body, D&D, RPG, 8-bit, retro game, chibi, vibrant palette, blocky details, detailed sprites, classic RPG art, nostalgic, high resolution, photorealistic chibi style, dynamic perspective",top,2023347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2012__seed_2023347.png,14.519589,ok
p2013,2012,12,2,"several red lego blocks and one blue one, captured in sharp, vivid Ektar film, with a shallow depth of field, rich, saturated colors, and a dynamic perspective",top,2024347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2013__seed_2024347.png,14.505726,ok
p2014,2013,13,2,"1980s Yamaha race motorcycle, vibrant vector animation, sleek lines, bold colors, dynamic motion, futuristic track, neon glow, high contrast, sharp details, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",top,2025347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2014__seed_2025347.png,14.500487,ok
p2015,2014,14,2,"a fantastical small horse made of water and foam, ethereal and noble, radiant, anime key visual, smooth lines, vibrant colors, glowing highlights, intricate details, high resolution, soft golden hour light, dynamic perspective, art by artgerm and magali villeneuve",top,2026347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2015__seed_2026347.png,14.732574,ok
p2016,2015,15,2,"ancient monastery ruins, anime style, Studio Ghibli, highly detailed, soft golden hour light, wide angle, smooth lines, vibrant color palette, digital painting, artbook, promo art, high resolution, serene mood",top,2027347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2016__seed_2027347.png,14.515058,ok
p2017,2016,16,2,"Seven knights in a grand gothic cathedral, bathed in the ethereal glow of enchanted stained glass, their armor gleaming with a mystical aura; a scene of epic fantasy.",top,2028347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2017__seed_2028347.png,14.507428,ok
p2018,2017,17,2,A 3D model of a village square with startled rabbits among wooden buildings.,top,2029347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2018__seed_2029347.png,14.496725,ok
p2019,2018,18,2,"an impressionist painting of a coastal French city with a large park on the west side and a mountain to the north, soft golden hour light and misty ambiance, delicate brushstrokes capture a cloud partially obscuring the scene, vibrant color palette, rich textures, high resolution",top,2030347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2019__seed_2030347.png,14.848102,ok
p2020,2019,19,2,"A pixelated oriental garden with a blocky Hello Kitty statue, bathed in soft golden hour light, with intricate details and a serene mood.",top,2031347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2020__seed_2031347.png,14.492832,ok
p2021,2020,20,2,"Thanatos, god of peaceful death, with long flowing hair and ornate silk clothes, adorned with vibrant gold jewelry, set against a moonlit background with purple feathers, in an anime style with vibrant colors, super detailed, 8k, ethereal glow, dynamic perspective, rich textures.",top,2032347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_2/images/p2021__seed_2032347.png,14.494514,ok
