prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p4001,4000,0,0,"volumetric 3D render of medieval knights, hyperdetailed full-body designs, intricate armor textures, dramatic chiaroscuro lighting, cinematic angles, concept art by senior character artist, trending on ArtStation, high resolution, photorealistic, sharp focus",bottom,4012345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4001__seed_4012345.png,14.413468,ok
p4002,4001,1,0,"animated metaverse art gallery reception, vibrant digital colors, dynamic character interactions, stylized backgrounds, fluid motion, exaggerated expressions, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",bottom,4013345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4002__seed_4013345.png,14.202696,ok
p4003,4002,2,0,"starry night, hyper-realistic 3D, octane render, high detail, vibrant colors, smooth lighting, ethereal glow, dynamic perspective, sharp focus, serenely atmospheric",bottom,4014345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4003__seed_4014345.png,14.209424,ok
p4004,4003,3,0,"Retro futuristic combat walker leaps over rift, moody atmosphere, detailed textures, Unreal Engine 5.",bottom,4015345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4004__seed_4015345.png,14.484905,ok
p4005,4004,4,0,"Times Square, grainy shot, dogs sprinting, neon lights, urban chaos.",bottom,4016345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4005__seed_4016345.png,14.235692,ok
p4006,4005,5,0,"lost in a vast, disorienting world, captured in a grainy, high-contrast black-and-white photograph with dramatic chiaroscuro and a sense of isolation, framed with a dynamic perspective",bottom,4017345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4006__seed_4017345.png,14.232348,ok
p4007,4006,6,0,"A sleek shoe with smooth lines and bold, flat colors.",bottom,4018345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4007__seed_4018345.png,14.241206,ok
p4008,4007,7,0,"gravity, cutout animation, flat vibrant colors, bold black outlines, playful geometric shapes, dynamic angled compositions, whimsical cast shadows, simple minimalist backgrounds, high-contrast vibrant palette",bottom,4019345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4008__seed_4019345.png,14.26838,ok
p4009,4008,8,0,"tabletop game board, fantasy scene, intricate, detailed, gouache painting, smooth, vibrant colors, front view, rich textures, delicate brushstrokes",bottom,4020345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4009__seed_4020345.png,14.277809,ok
p4010,4009,9,0,"8-bit protein, pixel art, vibrant colors, retro gaming",bottom,4021345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_4/images/p4010__seed_4021345.png,14.274447,ok
