prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p2001,2000,0,1,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2001__seed_2012346.png,15.271903,ok,26.88104820251465,ViT-B-32/laion2b_s34b_b79k,0.306640625,v2.1,1.7421313524246216,ImageReward-v1.0
p2002,2001,1,1,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2002__seed_2013346.png,14.614985,ok,42.46612548828125,ViT-B-32/laion2b_s34b_b79k,0.334716796875,v2.1,1.6210219860076904,ImageReward-v1.0
p2003,2002,2,1,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2003__seed_2014346.png,14.822721,ok,41.93593597412109,ViT-B-32/laion2b_s34b_b79k,0.28515625,v2.1,1.442757248878479,ImageReward-v1.0
p2004,2003,3,1,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2004__seed_2015346.png,14.857803,ok,32.326412200927734,ViT-B-32/laion2b_s34b_b79k,0.3056640625,v2.1,1.062788963317871,ImageReward-v1.0
p2005,2004,4,1,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2005__seed_2016346.png,14.751218,ok,40.12615585327149,ViT-B-32/laion2b_s34b_b79k,0.3017578125,v2.1,0.08854948729276657,ImageReward-v1.0
p2006,2005,5,1,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2006__seed_2017346.png,14.787187,ok,40.45932769775391,ViT-B-32/laion2b_s34b_b79k,0.302978515625,v2.1,0.8279956579208374,ImageReward-v1.0
p2007,2006,6,1,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2007__seed_2018346.png,15.546228,ok,40.931034088134766,ViT-B-32/laion2b_s34b_b79k,0.289306640625,v2.1,1.2017145156860352,ImageReward-v1.0
p2008,2007,7,1,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2008__seed_2019346.png,15.160549,ok,45.58039093017578,ViT-B-32/laion2b_s34b_b79k,0.336669921875,v2.1,0.882485568523407,ImageReward-v1.0
p2009,2008,8,1,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2009__seed_2020346.png,15.360177,ok,44.80485916137695,ViT-B-32/laion2b_s34b_b79k,0.312744140625,v2.1,1.4122414588928223,ImageReward-v1.0
p2010,2009,9,1,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2010__seed_2021346.png,14.832582,ok,40.62420272827149,ViT-B-32/laion2b_s34b_b79k,0.33154296875,v2.1,1.630759596824646,ImageReward-v1.0
p2011,2010,10,1,"a very fancy French restaurant, painted in gouache with vibrant, translucent colors and delicate brushstrokes, capturing the elegant ambiance and refined details",top,2022346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2011__seed_2022346.png,14.825135,ok,36.72721099853516,ViT-B-32/laion2b_s34b_b79k,0.34130859375,v2.1,0.9931488633155823,ImageReward-v1.0
p2012,2011,11,1,"town guard, pixel art, low-res, fantasy, bright, colorful, full body, D&D, RPG, 8-bit, retro game, chibi, vibrant palette, blocky details, detailed sprites, classic RPG art, nostalgic, high resolution, photorealistic chibi style, dynamic perspective",top,2023346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2012__seed_2023346.png,14.829297,ok,39.02415084838867,ViT-B-32/laion2b_s34b_b79k,0.34326171875,v2.1,0.7836870551109314,ImageReward-v1.0
p2013,2012,12,1,"several red lego blocks and one blue one, captured in sharp, vivid Ektar film, with a shallow depth of field, rich, saturated colors, and a dynamic perspective",top,2024346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2013__seed_2024346.png,14.783719,ok,38.733360290527344,ViT-B-32/laion2b_s34b_b79k,0.296875,v2.1,0.7167690396308899,ImageReward-v1.0
p2014,2013,13,1,"1980s Yamaha race motorcycle, vibrant vector animation, sleek lines, bold colors, dynamic motion, futuristic track, neon glow, high contrast, sharp details, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",top,2025346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2014__seed_2025346.png,14.817227,ok,35.444580078125,ViT-B-32/laion2b_s34b_b79k,0.32470703125,v2.1,1.2098709344863892,ImageReward-v1.0
p2015,2014,14,1,"a fantastical small horse made of water and foam, ethereal and noble, radiant, anime key visual, smooth lines, vibrant colors, glowing highlights, intricate details, high resolution, soft golden hour light, dynamic perspective, art by artgerm and magali villeneuve",top,2026346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2015__seed_2026346.png,14.831039,ok,38.142181396484375,ViT-B-32/laion2b_s34b_b79k,0.395751953125,v2.1,1.6504623889923096,ImageReward-v1.0
p2016,2015,15,1,"ancient monastery ruins, anime style, Studio Ghibli, highly detailed, soft golden hour light, wide angle, smooth lines, vibrant color palette, digital painting, artbook, promo art, high resolution, serene mood",top,2027346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2016__seed_2027346.png,15.364003,ok,40.69508743286133,ViT-B-32/laion2b_s34b_b79k,0.306396484375,v2.1,0.6912091374397278,ImageReward-v1.0
p2017,2016,16,1,"Seven knights in a grand gothic cathedral, bathed in the ethereal glow of enchanted stained glass, their armor gleaming with a mystical aura; a scene of epic fantasy.",top,2028346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2017__seed_2028346.png,14.818898,ok,41.31121063232422,ViT-B-32/laion2b_s34b_b79k,0.354248046875,v2.1,1.7102714776992798,ImageReward-v1.0
p2018,2017,17,1,A 3D model of a village square with startled rabbits among wooden buildings.,top,2029346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2018__seed_2029346.png,14.783977,ok,38.4868278503418,ViT-B-32/laion2b_s34b_b79k,0.341552734375,v2.1,1.7418335676193237,ImageReward-v1.0
p2019,2018,18,1,"an impressionist painting of a coastal French city with a large park on the west side and a mountain to the north, soft golden hour light and misty ambiance, delicate brushstrokes capture a cloud partially obscuring the scene, vibrant color palette, rich textures, high resolution",top,2030346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2019__seed_2030346.png,14.766503,ok,35.49737930297852,ViT-B-32/laion2b_s34b_b79k,0.267822265625,v2.1,1.1751599311828613,ImageReward-v1.0
p2020,2019,19,1,"A pixelated oriental garden with a blocky Hello Kitty statue, bathed in soft golden hour light, with intricate details and a serene mood.",top,2031346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2020__seed_2031346.png,15.325331,ok,38.49803924560547,ViT-B-32/laion2b_s34b_b79k,0.364990234375,v2.1,1.1275794506072998,ImageReward-v1.0
p2021,2020,20,1,"Thanatos, god of peaceful death, with long flowing hair and ornate silk clothes, adorned with vibrant gold jewelry, set against a moonlit background with purple feathers, in an anime style with vibrant colors, super detailed, 8k, ethereal glow, dynamic perspective, rich textures.",top,2032346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2021__seed_2032346.png,14.779306,ok,41.98280715942383,ViT-B-32/laion2b_s34b_b79k,0.281494140625,v2.1,1.7727326154708862,ImageReward-v1.0
p2022,2021,21,1,"sleep meditation, animated, soft pastel colors, gentle motion, dreamy atmosphere, whimsical characters, serene background, looping animation, ethereal glow, smooth gradients, high resolution, peaceful ambiance",top,2033346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2022__seed_2033346.png,14.764118,ok,34.84467697143555,ViT-B-32/laion2b_s34b_b79k,0.337890625,v2.1,0.9928843975067139,ImageReward-v1.0
p2023,2022,22,1,"attractive dark-skinned man, hyper-realistic 3D model, detailed textures, high contrast lighting",top,2034346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2023__seed_2034346.png,14.772702,ok,26.63959312438965,ViT-B-32/laion2b_s34b_b79k,0.31298828125,v2.1,1.000698447227478,ImageReward-v1.0
p2024,2023,23,1,"Detailed anime illustration of the Cheshire Cat in a dreamlike forest, vibrant colors, intricate linework.",top,2035346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2024__seed_2035346.png,14.77552,ok,42.153228759765625,ViT-B-32/laion2b_s34b_b79k,0.335693359375,v2.1,1.2370145320892334,ImageReward-v1.0
p2025,2024,24,1,"Cinematic still of a male aasimar paladin with silver hair, short brown beard, teal tones, dynamic lighting, dramatic shadows.",top,2036346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_2/images/p2025__seed_2036346.png,14.77128,ok,40.18672943115234,ViT-B-32/laion2b_s34b_b79k,0.34423828125,v2.1,0.6054330468177795,ImageReward-v1.0
