prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p6001,6000,0,1,"a vibrant futuristic city at dusk, Ektachrome film, vivid colors, sharp contrasts, dynamic lighting, neon highlights, sleek modern architecture, bustling streets, photorealistic, high resolution, energetic atmosphere",bottom,6012346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6001__seed_6012346.png,14.451252,ok,32.36192321777344,ViT-B-32/laion2b_s34b_b79k,0.27197265625,v2.1,1.2755500078201294,ImageReward-v1.0
p6002,6001,1,1,"a chinchilla as dhalsim from street fighter, captured in vivid, high-contrast Ektar film, 4k, ultra-realistic, detailed focus, with dramatic chiaroscuro lighting, dynamic perspective, and rich textures, by artgerm and greg rutkowski",bottom,6013346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6002__seed_6013346.png,14.150491,ok,24.254642486572266,ViT-B-32/laion2b_s34b_b79k,0.325927734375,v2.1,1.685860514640808,ImageReward-v1.0
p6003,6002,2,1,"danny devito as gimli, manga style, detailed linework, dynamic poses, expressive eyes, vibrant colors, soft golden hour light, high resolution, trending on pixiv",bottom,6014346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6003__seed_6014346.png,14.22479,ok,29.97968292236328,ViT-B-32/laion2b_s34b_b79k,0.255126953125,v2.1,0.4610641896724701,ImageReward-v1.0
p6004,6003,3,1,"inside a narrow, rusted corridor of an abandoned USSR uboat, dark pixelated lighting with tiny, piercing light beams, 8-bit concept art, sharp and highly detailed, pixel art style, art station trending, sergii ivanchenko, monochromatic scheme, high resolution, dynamic perspective",bottom,6015346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6004__seed_6015346.png,14.899667,ok,34.602962493896484,ViT-B-32/laion2b_s34b_b79k,0.2626953125,v2.1,0.06547867506742477,ImageReward-v1.0
p6005,6004,4,1,"Technical illustration: industrial sunset, four silhouetted figures, precise line work, detailed machinery, shadow play, soft golden hour light, rich textures, high resolution.",bottom,6016346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6005__seed_6016346.png,14.346049,ok,36.24690628051758,ViT-B-32/laion2b_s34b_b79k,0.31201171875,v2.1,1.6746909618377686,ImageReward-v1.0
p6006,6005,5,1,"A striking advertisement featuring a sleek black tower, a vibrant blue droplet, and dynamic fluorescent splatters on a bold black background.",bottom,6017346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6006__seed_6017346.png,14.644951,ok,38.62239074707031,ViT-B-32/laion2b_s34b_b79k,0.291015625,v2.1,1.1250132322311401,ImageReward-v1.0
p6007,6006,6,1,"Three-quarters front view of a Philippines creature, high contrast, grainy shot, deep shadows, vintage film, dark background.",bottom,6018346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6007__seed_6018346.png,14.490655,ok,31.758434295654297,ViT-B-32/laion2b_s34b_b79k,0.2939453125,v2.1,1.2347769737243652,ImageReward-v1.0
p6008,6007,7,1,"A volumetric heart made of rich, melted chocolate, with smooth, flowing surfaces, a glossy finish, and an ethereal glow, set in a soft golden hour light, with rich textures and a serene mood.",bottom,6019346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6008__seed_6019346.png,15.050058,ok,37.482215881347656,ViT-B-32/laion2b_s34b_b79k,0.30810546875,v2.1,0.053058940917253494,ImageReward-v1.0
p6009,6008,8,1,"Photographic / CineStill 50D: powerful stylish sorcerer and cleric banishing darkness and abominations with a rainbow spell, cinematic lighting, deep shadows, vibrant colors, high contrast, sharp focus, 8k resolution, unreal engine. art by artgerm and greg rutkowski.",bottom,6020346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6009__seed_6020346.png,14.485323,ok,38.586673736572266,ViT-B-32/laion2b_s34b_b79k,0.2880859375,v2.1,1.6370024681091309,ImageReward-v1.0
p6010,6009,9,1,"A fantasy city made of cake, glowing with rich, magical colors, detailed in a hyper-realistic style, surrounded by luminous, ethereal mist, with volumetric light casting dramatic shadows, 8k ultra-detailed, cinematic 4k wallpaper, trending on ArtStation.",bottom,6021346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6010__seed_6021346.png,14.543125,ok,32.69837951660156,ViT-B-32/laion2b_s34b_b79k,0.3330078125,v2.1,1.4949803352355957,ImageReward-v1.0
p6011,6010,10,1,"A magical tome glowing with ethereal light, its pages filled with enchanted photographs that shimmer and shift, surrounded by floating runes and mystical symbols, set against a misty ambiance with vibrant color palette, high resolution, and intricate details.",bottom,6022346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6011__seed_6022346.png,14.523964,ok,38.83794403076172,ViT-B-32/laion2b_s34b_b79k,0.342041015625,v2.1,1.8348108530044556,ImageReward-v1.0
p6012,6011,11,1,"Impressionist mechas and baroque palace on an alien planet, lush vegetation with rich textures, sweeping deserts, jagged mountains, soft brushstrokes, misty fog, mystical atmosphere, vibrant color palette, by Claude Monet, artgerm, cgsociety, ryan church",bottom,6023346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6012__seed_6023346.png,14.503882,ok,34.73162841796875,ViT-B-32/laion2b_s34b_b79k,0.32763671875,v2.1,1.7553200721740723,ImageReward-v1.0
p6013,6012,12,1,"a scientist accepting an award, illustrated in a vibrant, detailed art nouveau style with intricate floral patterns and decorative borders",bottom,6024346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6013__seed_6024346.png,14.532767,ok,34.16560363769531,ViT-B-32/laion2b_s34b_b79k,0.32177734375,v2.1,-0.5035199522972107,ImageReward-v1.0
p6014,6013,13,1,"A dreamy, egg-shaped kaleidoscope of swirling, vibrant colors, surrounded by whimsical, floating objects like feathers and stars, against a deep, enchanted darkness with a misty ambiance and ethereal glow.",bottom,6025346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6014__seed_6025346.png,14.547669,ok,37.68511962890625,ViT-B-32/laion2b_s34b_b79k,0.34814453125,v2.1,0.9926698803901672,ImageReward-v1.0
p6015,6014,14,1,"color powder explosion in an anime key visual, vibrant particles with intricate details, sharp focus on the dynamic composition, golden ratio framing, cyberpunk elements with neon accents, futuristic baroque background with rich textures, ethereal glow, high resolution",bottom,6026346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6015__seed_6026346.png,14.587144,ok,28.547632217407227,ViT-B-32/laion2b_s34b_b79k,0.2425537109375,v2.1,0.7911382913589478,ImageReward-v1.0
p6016,6015,15,1,Industrial sunset with four silhouetted figures and detailed machinery.,bottom,6027346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6016__seed_6027346.png,14.530648,ok,37.0945930480957,ViT-B-32/laion2b_s34b_b79k,0.2890625,v2.1,1.7589741945266724,ImageReward-v1.0
p6017,6016,16,1,"Manga-style illustration of a majestic mountain, with dynamic lines and bold shading, set against a dramatic sky.",bottom,6028346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6017__seed_6028346.png,14.551138,ok,36.28771209716797,ViT-B-32/laion2b_s34b_b79k,0.27685546875,v2.1,0.5960409045219421,ImageReward-v1.0
p6018,6017,17,1,"A solitary astronaut floats in stop-motion orbit around a vivid, hand-crafted planet, casting delicate shadows against a star-studded backdrop under a soft golden hour light, with intricate details and a serene mood.",bottom,6029346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6018__seed_6029346.png,14.557308,ok,34.06873321533203,ViT-B-32/laion2b_s34b_b79k,0.2318115234375,v2.1,0.22334283590316772,ImageReward-v1.0
p6019,6018,18,1,"a colossal neon-lit tree in a futuristic field, ultra-detailed cybernetic flora, neon skies, neonpunk matte painting, concept art, vibrant color palette, ethereal glow, high resolution, sharp focus, dynamic perspective",bottom,6030346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6019__seed_6030346.png,14.560858,ok,33.44229888916016,ViT-B-32/laion2b_s34b_b79k,0.30322265625,v2.1,1.7276161909103394,ImageReward-v1.0
p6020,6019,19,1,"Neonpunk concept art: a vast, futuristic inner garden under a glowing, intricate dome, desolate and eerie, covered in neon-red slime, uncanny atmosphere, low light, cybernetic flora, digital painting, highly detailed, sharp focus, artstation hq",bottom,6031346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6020__seed_6031346.png,14.565485,ok,41.365230560302734,ViT-B-32/laion2b_s34b_b79k,0.29638671875,v2.1,1.1040451526641846,ImageReward-v1.0
p6021,6020,20,1,"Technical illustration of a cozy breakfast still life: plate with egg, toast, mushrooms, detailed wooden tones, precise shading, and technical annotations.",bottom,6032346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_6/images/p6021__seed_6032346.png,14.565236,ok,41.78694915771485,ViT-B-32/laion2b_s34b_b79k,0.343017578125,v2.1,0.876083254814148,ImageReward-v1.0
