prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p1001,1000,0,2,"oil painting of people in a meeting room, seated around a table, their faces illuminated by the glow of a presentation on a big tv screen, brushstrokes capturing the subtle play of light and shadow",top,1012347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1001__seed_1012347.png,13.952104,ok,41.89637756347656,ViT-B-32/laion2b_s34b_b79k,0.284912109375,v2.1,1.2844752073287964,ImageReward-v1.0
p1002,1001,1,2,"a digital fantasy humanoid ratfolk dressed like a rapper, wearing a cap and a fur coat, inspired by digital art, with vibrant colors, sleek modern textures, and a dynamic perspective, set in a misty ambiance with soft golden hour light, high resolution, photorealistic, sharp focus",top,1013347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1002__seed_1013347.png,13.82249,ok,37.14581298828125,ViT-B-32/laion2b_s34b_b79k,0.37158203125,v2.1,1.8141474723815918,ImageReward-v1.0
p1003,1002,2,2,"Futuristic McDonald's in cyberpunk style with space station, droids, people, neon lights, and sleek architecture.",top,1014347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1003__seed_1014347.png,14.053523,ok,42.15913391113281,ViT-B-32/laion2b_s34b_b79k,0.328857421875,v2.1,1.7422311305999756,ImageReward-v1.0
p1004,1003,3,2,"a butterfly with exaggerated wings, vibrant colors, soft golden hour light, dreamy atmosphere, high resolution, anime key visual",top,1015347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1004__seed_1015347.png,14.027701,ok,36.50079345703125,ViT-B-32/laion2b_s34b_b79k,0.34814453125,v2.1,1.2669432163238525,ImageReward-v1.0
p1005,1004,4,2,"pixel art, closeup portrait of a shaggy cyberpunk entertainer, blond hair, pixelated holograms, dramatic pixel light, city background, sunset, dystopian setting, high contrast, sharp focus, neuromancer, henry dorsett case, 8-bit, retro futurism, low-res, vibrant color palette, digital art",top,1016347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1005__seed_1016347.png,14.1005,ok,44.52613067626953,ViT-B-32/laion2b_s34b_b79k,0.361572265625,v2.1,1.3603700399398804,ImageReward-v1.0
p1006,1005,5,2,"a pile of cash on a stone floor, anime key visual, vibrant color palette, dynamic shadows, exaggerated expressions, intricate details, sleek lines, dramatic chiaroscuro lighting, high resolution, sharp focus",top,1017347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1006__seed_1017347.png,14.157618,ok,45.90456008911133,ViT-B-32/laion2b_s34b_b79k,0.251708984375,v2.1,1.2084391117095947,ImageReward-v1.0
p1007,1006,6,2,"Highly detailed 3D model of several medieval ships ablaze, dark smoke columns ascending, fiery backdrop, stormy atmosphere, dark storm clouds overhead, fog, moody cinematic lighting, atmospheric, rich textures, high resolution, sharp focus, dramatic chiaroscuro, complementary colors, dynamic perspective, misty ambiance, serene mood, dark",top,1018347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1007__seed_1018347.png,14.172665,ok,38.35613250732422,ViT-B-32/laion2b_s34b_b79k,0.327880859375,v2.1,1.6647504568099976,ImageReward-v1.0
p1008,1007,7,2,"Turkish woman with a graceful cat, captured in a delicate pencil sketch, emphasizing soft lines, gentle shading, and intricate details, with a serene mood and high resolution.",top,1019347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1008__seed_1019347.png,14.497379,ok,39.07197189331055,ViT-B-32/laion2b_s34b_b79k,0.30078125,v2.1,1.57856023311615,ImageReward-v1.0
p1009,1008,8,2,"a woman with a dog puppet and a cat puppet, in a vibrant anime style, with dynamic expressions, intricate details, and a richly textured background, under soft golden hour light, capturing a key visual for a captivating story",top,1020347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1009__seed_1020347.png,14.231374,ok,39.39573287963867,ViT-B-32/laion2b_s34b_b79k,0.323486328125,v2.1,1.0030012130737305,ImageReward-v1.0
p1010,1009,9,2,"Vibrant anime portrait of Ben Shapiro as a sigma male, gigachad, with medium black hair, Nordic crown, black luxurious suit, fantasy style, highly detailed, bright colors, expressive eyes.",top,1021347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_1/images/p1010__seed_1021347.png,14.23214,ok,42.287296295166016,ViT-B-32/laion2b_s34b_b79k,0.319091796875,v2.1,1.4623678922653198,ImageReward-v1.0
