prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p3001,3000,0,2,"Illustration of New York City skyline with intricate lines and shading, showcasing iconic buildings and busy streets.",top,3012347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3001__seed_3012347.png,14.211063,ok
p3002,3001,1,2,"Toothless, a playful claymation dragon, exploring a whimsical world.",top,3013347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3002__seed_3013347.png,13.93312,ok
p3003,3002,2,2,A pixelated autumn tree on a yellow field under a blue sky.,top,3014347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3003__seed_3014347.png,13.965334,ok
p3004,3003,3,2,"A weathered Star Wars helmet and armor set, bathed in the vibrant neon glow of a futuristic city, with intricate details and a mysterious, dark atmosphere.",top,3015347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3004__seed_3015347.png,14.054496,ok
p3005,3004,4,2,"Vibrant anime sunrise over Austin's bustling downtown, with colorful neon lights casting soft glows, dynamic cityscape, and high-resolution details.",top,3016347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3005__seed_3016347.png,14.122578,ok
p3006,3005,5,2,"Cinematic moody: A lone figure stands under a dim streetlight in a misty, rain-soaked alley, the light casting long shadows and reflecting off the wet cobblestones, captured in a high-contrast, grainy film style.",top,3017347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3006__seed_3017347.png,14.151931,ok
p3007,3006,6,2,"Shanghai by Neon Light, cinematic, grainy, dreamy, neon-lit streets, rain-soaked, bustling, 8k, concept art, trending on ArtStation",top,3018347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3007__seed_3018347.png,14.179316,ok
p3008,3007,7,2,"cinematic, grainy, sarah shahi from last of us, intricate, elegant, highly detailed, digital painting, smooth, sharp focus, illustration, art by artgerm and greg rutkowski, film noir lighting, textured grain, dynamic shadows",top,3019347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3008__seed_3019347.png,14.197352,ok
p3009,3008,8,2,"mature Toothless with cybernetic enhancements, neon-lit streets, vibrant glow, cinematic angles, futuristic cityscape, ethereal glow, high resolution, blender render, unreal engine",top,3020347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3009__seed_3020347.png,14.41487,ok
p3010,3009,9,2,"elon musk as iron man, smiling, anime key visual, vibrant color palette, dynamic pose, sharp lines, detailed mechanical suit, cinematic lighting, dramatic shadows, smooth gradients, anime-style eyes, high resolution, photorealistic, digital illustration",top,3021347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3010__seed_3021347.png,14.213115,ok
p3011,3010,10,2,"A vector illustration of a starry indigo sky above a vast desert, featuring a large, central head sculpture with intricate details, observed by a cloaked figure in a dramatic chiaroscuro lighting, with a serene mood and sharp focus.",top,3022347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3011__seed_3022347.png,14.215281,ok
p3012,3011,11,2,"Vibrant arcade machine with neon colors, sleek lines, and futuristic interface.",top,3023347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3012__seed_3023347.png,14.217087,ok
p3013,3012,12,2,"Claymation: A whimsical figure with exaggerated features, moving through a vibrant landscape with a bouncy gait.",top,3024347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3013__seed_3024347.png,14.213911,ok
p3014,3013,13,2,"Minimalist bonsai fruit tree with ripe oranges, vibrant color palette, soft golden hour light, clean lines, editorial illustration, trending on ArtStation, modern minimalism, high resolution, sharp focus",top,3025347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3014__seed_3025347.png,14.199796,ok
p3015,3014,14,2,"tabletop game board, fantasy scene, intricate details, gouache painting, smooth gradients, vibrant color palette, front view, rich textures, delicate brushstrokes, high resolution, sharp focus, ethereal glow",top,3026347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3015__seed_3026347.png,14.214375,ok
p3016,3015,15,2,"Photographic portrait of the office characters in Simpsons style, capturing their iconic expressions and office dynamics, with vibrant color palette, sharp focus, and dynamic perspective.",top,3027347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3016__seed_3027347.png,14.217257,ok
p3017,3016,16,2,"neonpunk portrait of a massive alien, sleek machine face with intricate neon circuits, elegant chrome details, digital painting, sharp focus, symmetrical balance, 8k, vibrant color palette, soft golden hour light, high resolution",top,3028347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3017__seed_3028347.png,14.217364,ok
p3018,3017,17,2,"Majestic pirate ship from One Piece sailing through a tempestuous sea, stormy sky with divine light piercing through dark clouds, ethereal birds soaring near the ship, crepuscular rays casting a mystical glow, highly detailed fantasy art.",top,3029347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3018__seed_3029347.png,14.21225,ok
p3019,3018,18,2,"Himalayas with monasteries, manga-style, vibrant colors, intricate lines, dynamic composition",top,3030347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3019__seed_3030347.png,14.215089,ok
p3020,3019,19,2,"A centerpiece statue in Gotham City at night, with wet pavement and light mist. The digital art features intricate, elegant details and painterly brushstrokes, with a soft focus.",top,3031347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3020__seed_3031347.png,14.224879,ok
p3021,3020,20,2,"iconic manga chibi frog, vibrant color palette, expressive eyes, soft golden hour light, dynamic perspective, trending on artstation, digital painting by kyoto animation, high resolution, sharp focus",top,3032347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3021__seed_3032347.png,14.206264,ok
p3022,3021,21,2,"Whimsical claymation mushrooms with faces, vibrant colors, detailed, stop-motion, D&D fantasy style.",top,3033347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3022__seed_3033347.png,14.300255,ok
p3023,3022,22,2,"a group of pukeko in a 3D volumetric style, digital art, high quality, highly detailed, anatomically correct, with soft shadows and deep contrasts, bathed in warm golden hour light, golden bay abel tasman new zealand, masterpiece, vibrant color palette, sharp focus, rich textures",top,3034347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3023__seed_3034347.png,14.191214,ok
p3024,3023,23,2,"A majestic anthropomorphic dog-warrior, muscles gleaming under dramatic chiaroscuro, adorned with intricate ancient armor, standing confidently in a mystical, smoky realm, surrounded by ethereal runes and glowing orbs, with a serene mood and high resolution.",top,3035347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3024__seed_3035347.png,14.207397,ok
p3025,3024,24,2,A 3D white screwdriver icon with dramatic lighting and deep shadows.,top,3036347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3025__seed_3036347.png,14.179582,ok
p3026,3025,25,2,"a digital illustration of a red block to the left of a blue pyramid, with vibrant colors and sharp lines, set against a sleek, gradient background, under soft golden hour light, with rich textures and high resolution",top,3037347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3026__seed_3037347.png,14.324586,ok
p3027,3026,26,2,Two figures in blue and green in a garden with vibrant flowers.,top,3038347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3027__seed_3038347.png,14.216803,ok
p3028,3027,27,2,"Manga-style illustration of a beer pitcher with an elephant's trunk coiled around it, detailed with expressive lines and shading.",top,3039347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3028__seed_3039347.png,14.190983,ok
p3029,3028,28,2,"8-bit trophy, oversized and gleaming, too big for a pixelated brown suitcase, soft golden hour light, vibrant color palette, high resolution, dynamic perspective",top,3040347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3029__seed_3040347.png,14.627683,ok
p3030,3029,29,2,"a street view of a cyberpunk city, elegant and anime-styled, vibrant color palette, exaggerated proportions, dynamic angles, detailed backgrounds, soft golden hour light, sharp focus, high resolution",top,3041347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3030__seed_3041347.png,14.204664,ok
p3031,3030,30,2,"a vibrant digital illustration of a blue wooden pyramid atop a red plastic box, with a sleek, modern aesthetic, crisp clean lines, and a high-resolution, photorealistic finish in a complementary color palette",top,3042347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3031__seed_3042347.png,14.23598,ok
p3032,3031,31,2,"a digital art portrait of a tiger earth sorcerer in intricately detailed leather armor, with dynamic chiaroscuro lighting and a vibrant color palette, inspired by the styles of Justin Gerard and Greg Rutkowski, DnD character design, trending on ArtStation, high resolution, sharp focus",top,3043347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3032__seed_3043347.png,14.212456,ok
p3033,3032,32,2,"A colorful, whimsical giraffe with a turtle shell.",top,3044347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3033__seed_3044347.png,14.387914,ok
p3034,3033,33,2,"Colleen Moore, 2 years old, celestial fantasy portrait, ethereal bob haircut, divine light, vibrant celestial colors, intricate celestial patterns, high resolution, photorealistic, serene mood, trending on ArtStation",top,3045347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3034__seed_3045347.png,14.277632,ok
p3035,3034,34,2,"a 3D model of a sorceress in a black robe with gold embroidery, seated at a table, casting a spell, green glows, highly detailed octane render, hyper-realistic, cinematic lighting, intricate textures",top,3046347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3035__seed_3046347.png,14.207758,ok
p3036,3035,35,2,"Two glowing rings float in a dark void, with light effects and textures.",top,3047347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3036__seed_3047347.png,14.425389,ok
p3037,3036,36,2,"digital art: pile of skulls with crowns, vibrant color palette, hard shadows, strong rim light, plain background, comic cover art, high contrast, sleek lines, photorealistic, trending on artstation",top,3048347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3037__seed_3048347.png,14.413163,ok
p3038,3037,37,2,"8-bit robot in a pixelated data center, pressing a button on a server rack, vibrant retro colors, detailed digital pixel art, centered composition, nostalgic vibe, sharp focus, clean lines, retrofuturistic aesthetic, high resolution",top,3049347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3038__seed_3049347.png,14.219966,ok
p3039,3038,38,2,"A pixelated futuristic warrior robot, armored with intricate details and glowing with vibrant colors, stands out against a stark white background, high resolution, sharp focus.",top,3050347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3039__seed_3050347.png,14.207844,ok
p3040,3039,39,2,"teletubby funeral, cinematic shot, soft bokeh, muted colors, dramatic chiaroscuro lighting, digital concept art, high resolution, sharp focus, somber mood",top,3051347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3040__seed_3051347.png,14.470107,ok
p3041,3040,40,2,"Shrek casting spells in a foggy swamp, deep shadows, rich colors.",top,3052347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3041__seed_3052347.png,14.358684,ok
p3042,3041,41,2,"Symmetrical, detailed digital art of a sci-fi puzzle cube with glowing lights, smooth and elegant.",top,3053347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3042__seed_3053347.png,14.202168,ok
p3043,3042,42,2,"a painterly digital portrait of a boy with a face tattoo, richly textured, vibrant colors, soft brushstrokes, 8k resolution, sharp focus, ethereal glow, dynamic perspective",top,3054347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3043__seed_3054347.png,14.194988,ok
p3044,3043,43,2,"vibrant anime old man holding a reflective orb, deep focus, fantasy, intricate, elegant, digital painting, sharp lines, bold colors, dynamic pose, glowing effects, matte finish, illustration, hearthstone, art by artgerm and greg rutkowski",top,3055347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3044__seed_3055347.png,14.378645,ok
p3045,3044,44,2,"A tricolored cat with a long, flowing tail, transforming into a witch, in a room with a bubbling cauldron, illustrated in manga style with dynamic lines and exaggerated expressions.",top,3056347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3045__seed_3056347.png,14.36487,ok
p3046,3045,45,2,"an isolated magnolia plant, full view, centered, 8-bit graphics, pixel art, dark outlines, transparent background, retro gaming aesthetic, super focused, no blur, vibrant colors, nostalgic, by classic game artists, soft golden hour light, dynamic perspective, rich textures, high resolution",top,3057347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3046__seed_3057347.png,14.568134,ok
p3047,3046,46,2,"cinematic illustration of ore with red crystals, harmonious lighting, on a subtle gray gradient background",top,3058347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3047__seed_3058347.png,14.202198,ok
p3048,3047,47,2,"A vibrant manga desert skyline with neon-lit buildings, dual moons, and static cars, bathed in soft golden hour light, filled with dynamic energy and rich textures, high resolution, photorealistic.",top,3059347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3048__seed_3059347.png,14.206764,ok
p3049,3048,48,2,"A high-energy manga illustration of a tiger, adorned with intricate celestial patterns, amidst a fiery orange and yellow blaze, with dynamic lines, explosive energy, and a vibrant color palette, set under a dramatic chiaroscuro lighting.",top,3060347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3049__seed_3060347.png,14.217942,ok
p3050,3049,49,2,"ruins of a crumbling giant tower, anime style, highly detailed digital painting, sharp focus, vibrant color palette, dynamic angles, ethereal glow, Studio Ghibli, 8k",top,3061347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_3/images/p3050__seed_3061347.png,14.506049,ok
