prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p001,0,0,3,"Dwight from The Office as a Jedi, 8-bit pixel art, retro game sprite, vibrant colors, clean lines, sharp details, nostalgic gaming aesthetic",top,12348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p001__seed_12348.png,17.797366,ok,42.08662414550781,ViT-B-32/laion2b_s34b_b79k,0.343505859375,v2.1,1.617316722869873,ImageReward-v1.0
p002,1,1,3,"digital illustration of nick cave baking pizza, neon colors, surreal and unsettling, intricate details, vivid and vibrant, by kuvshinov ilya, wayne barlowe, and artgerm",top,13348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p002__seed_13348.png,14.227824,ok,44.16852569580078,ViT-B-32/laion2b_s34b_b79k,0.32666015625,v2.1,1.898118019104004,ImageReward-v1.0
p003,2,2,3,"Two highly detailed anime-style baseball cakes, with intricate bat motifs and the number 4 on top, showcasing vibrant colors, dynamic shading, and a soft golden hour light, with rich textures and a serene mood.",top,14348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p003__seed_14348.png,14.030261,ok,38.616920471191406,ViT-B-32/laion2b_s34b_b79k,0.29052734375,v2.1,0.24423862993717194,ImageReward-v1.0
p004,3,3,3,"A pixelated bedroom with a large window framed by soft curtains, showcasing a blocky mountain landscape under a serene sky with a misty ambiance.",top,15348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p004__seed_15348.png,14.08353,ok,42.0875129699707,ViT-B-32/laion2b_s34b_b79k,0.322265625,v2.1,1.8673689365386963,ImageReward-v1.0
p005,4,4,3,"a pixel art gorilla at sunset near a pixelated lake, 8-bit colors, retro gaming style",top,16348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p005__seed_16348.png,14.126111,ok,47.85512161254883,ViT-B-32/laion2b_s34b_b79k,0.361083984375,v2.1,1.7651199102401733,ImageReward-v1.0
p006,5,5,3,"A highly detailed anime scene of an old mouse meticulously selecting orange juice in a bustling supermarket, with vibrant colors and intricate background details.",top,17348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p006__seed_17348.png,14.244313,ok,40.8490104675293,ViT-B-32/laion2b_s34b_b79k,0.362548828125,v2.1,1.4618381261825562,ImageReward-v1.0
p007,6,6,3,"Young girl in forest at night, holding monster energy can, illuminated by camera flash, short ginger hair, shades, vintage digital photo, 2003, grainy, moody.",top,18348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p007__seed_18348.png,14.411236,ok,48.54751968383789,ViT-B-32/laion2b_s34b_b79k,0.312744140625,v2.1,1.776286005973816,ImageReward-v1.0
p008,7,7,3,"create a neon-lit, ironic logo for ""Media Dullies"" with sleek, futuristic fonts, glowing cybernetic elements, and a dynamic, high-contrast composition in a vibrant color palette, set against a smooth gradient background with sharp focus and photorealistic detail",top,19348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p008__seed_19348.png,14.191134,ok,45.69845199584961,ViT-B-32/laion2b_s34b_b79k,0.2548828125,v2.1,1.0295653343200684,ImageReward-v1.0
p009,8,8,3,"Vibrant neonpunk portrait of a German Shepherd on a blue round canvas, with neon and cybernetic elements.",top,20348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p009__seed_20348.png,14.285811,ok,46.3935546875,ViT-B-32/laion2b_s34b_b79k,0.382568359375,v2.1,1.9749064445495605,ImageReward-v1.0
p010,9,9,3,"pixel art portrait of nicolas cage, 8-bit cloudy sky, lush pixelated landscape, retro game aesthetic, vibrant palette, detailed pixel work, nostalgic charm",top,21348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p010__seed_21348.png,14.623371,ok,50.222599029541016,ViT-B-32/laion2b_s34b_b79k,0.327880859375,v2.1,1.9001567363739014,ImageReward-v1.0
