prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p2001,2000,0,0,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2001__seed_2012345.png,17.727132,ok
p2002,2001,1,0,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2002__seed_2013345.png,14.280198,ok
p2003,2002,2,0,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2003__seed_2014345.png,14.367074,ok
p2004,2003,3,0,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2004__seed_2015345.png,14.446165,ok
p2005,2004,4,0,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2005__seed_2016345.png,14.529858,ok
p2006,2005,5,0,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2006__seed_2017345.png,14.592407,ok
p2007,2006,6,0,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2007__seed_2018345.png,14.627602,ok
p2008,2007,7,0,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2008__seed_2019345.png,14.652997,ok
p2009,2008,8,0,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2009__seed_2020345.png,14.667537,ok
p2010,2009,9,0,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2010__seed_2021345.png,15.17591,ok
p2011,2010,10,0,"a very fancy French restaurant, painted in gouache with vibrant, translucent colors and delicate brushstrokes, capturing the elegant ambiance and refined details",top,2022345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2011__seed_2022345.png,14.68502,ok
p2012,2011,11,0,"town guard, pixel art, low-res, fantasy, bright, colorful, full body, D&D, RPG, 8-bit, retro game, chibi, vibrant palette, blocky details, detailed sprites, classic RPG art, nostalgic, high resolution, photorealistic chibi style, dynamic perspective",top,2023345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2012__seed_2023345.png,14.677604,ok
