prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p2001,2000,0,0,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2001__seed_2012345.png,17.727132,ok,34.17317581176758,ViT-B-32/laion2b_s34b_b79k,0.3095703125,v2.1,1.5627142190933228,ImageReward-v1.0
p2002,2001,1,0,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2002__seed_2013345.png,14.280198,ok,40.70579528808594,ViT-B-32/laion2b_s34b_b79k,0.31591796875,v2.1,1.593031644821167,ImageReward-v1.0
p2003,2002,2,0,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2003__seed_2014345.png,14.367074,ok,36.05028533935547,ViT-B-32/laion2b_s34b_b79k,0.31640625,v2.1,1.7271724939346313,ImageReward-v1.0
p2004,2003,3,0,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2004__seed_2015345.png,14.446165,ok,32.29054641723633,ViT-B-32/laion2b_s34b_b79k,0.300537109375,v2.1,1.2037853002548218,ImageReward-v1.0
p2005,2004,4,0,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2005__seed_2016345.png,14.529858,ok,39.34838485717773,ViT-B-32/laion2b_s34b_b79k,0.321533203125,v2.1,0.9389122128486633,ImageReward-v1.0
p2006,2005,5,0,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2006__seed_2017345.png,14.592407,ok,40.90078353881836,ViT-B-32/laion2b_s34b_b79k,0.323974609375,v2.1,0.5318254828453064,ImageReward-v1.0
p2007,2006,6,0,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2007__seed_2018345.png,14.627602,ok,39.692657470703125,ViT-B-32/laion2b_s34b_b79k,0.314453125,v2.1,1.463383436203003,ImageReward-v1.0
p2008,2007,7,0,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2008__seed_2019345.png,14.652997,ok,45.24168395996094,ViT-B-32/laion2b_s34b_b79k,0.350830078125,v2.1,0.9699570536613464,ImageReward-v1.0
p2009,2008,8,0,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2009__seed_2020345.png,14.667537,ok,46.90531921386719,ViT-B-32/laion2b_s34b_b79k,0.31201171875,v2.1,0.36231520771980286,ImageReward-v1.0
p2010,2009,9,0,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2010__seed_2021345.png,15.17591,ok,38.53888702392578,ViT-B-32/laion2b_s34b_b79k,0.345458984375,v2.1,0.6295078992843628,ImageReward-v1.0
p2011,2010,10,0,"a very fancy French restaurant, painted in gouache with vibrant, translucent colors and delicate brushstrokes, capturing the elegant ambiance and refined details",top,2022345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2011__seed_2022345.png,14.68502,ok,36.90644454956055,ViT-B-32/laion2b_s34b_b79k,0.33642578125,v2.1,1.2052969932556152,ImageReward-v1.0
p2012,2011,11,0,"town guard, pixel art, low-res, fantasy, bright, colorful, full body, D&D, RPG, 8-bit, retro game, chibi, vibrant palette, blocky details, detailed sprites, classic RPG art, nostalgic, high resolution, photorealistic chibi style, dynamic perspective",top,2023345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2012__seed_2023345.png,14.677604,ok,35.280311584472656,ViT-B-32/laion2b_s34b_b79k,0.328857421875,v2.1,1.230633020401001,ImageReward-v1.0
p2013,2012,12,0,"several red lego blocks and one blue one, captured in sharp, vivid Ektar film, with a shallow depth of field, rich, saturated colors, and a dynamic perspective",top,2024345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2013__seed_2024345.png,14.814402,ok,38.40193176269531,ViT-B-32/laion2b_s34b_b79k,0.30419921875,v2.1,1.068678379058838,ImageReward-v1.0
p2014,2013,13,0,"1980s Yamaha race motorcycle, vibrant vector animation, sleek lines, bold colors, dynamic motion, futuristic track, neon glow, high contrast, sharp details, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",top,2025345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_2/images/p2014__seed_2025345.png,14.655412,ok,35.29645538330078,ViT-B-32/laion2b_s34b_b79k,0.329345703125,v2.1,1.3116689920425415,ImageReward-v1.0
