prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p2001,2000,0,3,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2001__seed_2012348.png,14.224735,ok
p2002,2001,1,3,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2002__seed_2013348.png,13.956474,ok
p2003,2002,2,3,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2003__seed_2014348.png,14.137272,ok
p2004,2003,3,3,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2004__seed_2015348.png,14.050889,ok
p2005,2004,4,3,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2005__seed_2016348.png,14.083621,ok
p2006,2005,5,3,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2006__seed_2017348.png,14.10932,ok
p2007,2006,6,3,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2007__seed_2018348.png,14.129778,ok
p2008,2007,7,3,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2008__seed_2019348.png,14.147801,ok
p2009,2008,8,3,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2009__seed_2020348.png,14.168272,ok
p2010,2009,9,3,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2010__seed_2021348.png,14.197176,ok
p2011,2010,10,3,"a very fancy French restaurant, painted in gouache with vibrant, translucent colors and delicate brushstrokes, capturing the elegant ambiance and refined details",top,2022348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2011__seed_2022348.png,14.349671,ok
p2012,2011,11,3,"town guard, pixel art, low-res, fantasy, bright, colorful, full body, D&D, RPG, 8-bit, retro game, chibi, vibrant palette, blocky details, detailed sprites, classic RPG art, nostalgic, high resolution, photorealistic chibi style, dynamic perspective",top,2023348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2012__seed_2023348.png,14.210083,ok
p2013,2012,12,3,"several red lego blocks and one blue one, captured in sharp, vivid Ektar film, with a shallow depth of field, rich, saturated colors, and a dynamic perspective",top,2024348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2013__seed_2024348.png,14.211007,ok
p2014,2013,13,3,"1980s Yamaha race motorcycle, vibrant vector animation, sleek lines, bold colors, dynamic motion, futuristic track, neon glow, high contrast, sharp details, soft golden hour light, dynamic perspective, rich textures, energetic atmosphere, high resolution",top,2025348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2014__seed_2025348.png,14.221865,ok
p2015,2014,14,3,"a fantastical small horse made of water and foam, ethereal and noble, radiant, anime key visual, smooth lines, vibrant colors, glowing highlights, intricate details, high resolution, soft golden hour light, dynamic perspective, art by artgerm and magali villeneuve",top,2026348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2015__seed_2026348.png,14.249363,ok
p2016,2015,15,3,"ancient monastery ruins, anime style, Studio Ghibli, highly detailed, soft golden hour light, wide angle, smooth lines, vibrant color palette, digital painting, artbook, promo art, high resolution, serene mood",top,2027348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2016__seed_2027348.png,14.252684,ok
p2017,2016,16,3,"Seven knights in a grand gothic cathedral, bathed in the ethereal glow of enchanted stained glass, their armor gleaming with a mystical aura; a scene of epic fantasy.",top,2028348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2017__seed_2028348.png,14.238006,ok
p2018,2017,17,3,A 3D model of a village square with startled rabbits among wooden buildings.,top,2029348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2018__seed_2029348.png,14.232011,ok
p2019,2018,18,3,"an impressionist painting of a coastal French city with a large park on the west side and a mountain to the north, soft golden hour light and misty ambiance, delicate brushstrokes capture a cloud partially obscuring the scene, vibrant color palette, rich textures, high resolution",top,2030348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2019__seed_2030348.png,14.390138,ok
p2020,2019,19,3,"A pixelated oriental garden with a blocky Hello Kitty statue, bathed in soft golden hour light, with intricate details and a serene mood.",top,2031348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2020__seed_2031348.png,14.258799,ok
p2021,2020,20,3,"Thanatos, god of peaceful death, with long flowing hair and ornate silk clothes, adorned with vibrant gold jewelry, set against a moonlit background with purple feathers, in an anime style with vibrant colors, super detailed, 8k, ethereal glow, dynamic perspective, rich textures.",top,2032348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2021__seed_2032348.png,14.24217,ok
p2022,2021,21,3,"sleep meditation, animated, soft pastel colors, gentle motion, dreamy atmosphere, whimsical characters, serene background, looping animation, ethereal glow, smooth gradients, high resolution, peaceful ambiance",top,2033348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2022__seed_2033348.png,14.278692,ok
p2023,2022,22,3,"attractive dark-skinned man, hyper-realistic 3D model, detailed textures, high contrast lighting",top,2034348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2023__seed_2034348.png,14.313076,ok
p2024,2023,23,3,"Detailed anime illustration of the Cheshire Cat in a dreamlike forest, vibrant colors, intricate linework.",top,2035348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2024__seed_2035348.png,14.286699,ok
p2025,2024,24,3,"Cinematic still of a male aasimar paladin with silver hair, short brown beard, teal tones, dynamic lighting, dramatic shadows.",top,2036348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2025__seed_2036348.png,14.225144,ok
p2026,2025,25,3,"A t-shirt with 'Archaeology Rocks!' in glowing runes, surrounded by floating ancient artifacts and mystical symbols in a forest.",top,2037348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_2/images/p2026__seed_2037348.png,14.246322,ok
