prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p2001,2000,0,4,"cinematic portrait of obi-wan kenobi, embodying albert einstein's wisdom, sci-fi tech wear with intricate details, glowing lights casting a dramatic chiaroscuro, emotional depth, smooth focus, high resolution, digital painting, concept art, art by artgerm and greg rutkowski",top,2012349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2001__seed_2012349.png,14.334764,ok,34.204620361328125,ViT-B-32/laion2b_s34b_b79k,0.298095703125,v2.1,1.3794302940368652,ImageReward-v1.0
p2002,2001,1,4,"8-bit Shrek profile, pixel art, asymmetrical geometric shapes, vibrant color palette, retro gaming style, hard edges, nostalgic feel, sharp focus, dynamic perspective",top,2013349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2002__seed_2013349.png,14.082457,ok,41.67790222167969,ViT-B-32/laion2b_s34b_b79k,0.323974609375,v2.1,1.6422144174575806,ImageReward-v1.0
p2003,2002,2,4,"a pony with a shooting star on its flank, captured in a cinematic shot with dramatic lighting and a sense of awe, the star's trail illuminating the night sky",top,2014349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2003__seed_2014349.png,14.128398,ok,37.29376220703125,ViT-B-32/laion2b_s34b_b79k,0.32080078125,v2.1,1.5924346446990967,ImageReward-v1.0
p2004,2003,3,4,"tribal old monk, fantasy mountain, detailed face, wearing animal skins, performing magic, dark setting, manga style, intricate linework, vibrant colors, dynamic pose, wide angle, depth of field, soft golden hour light, cinematic, editorial photography, ultra-detailed, 8K, full color, high contrast, HDR",top,2015349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2004__seed_2015349.png,14.210884,ok,29.65496826171875,ViT-B-32/laion2b_s34b_b79k,0.30908203125,v2.1,0.7121580839157104,ImageReward-v1.0
p2005,2004,4,4,"a close-up manga-style portrait of a woman with curly red hair, detailed facial features, red lips, orange glowing highlights, full body, black and red hair, vibrant colors, intricate detailing, profile view",top,2016349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2005__seed_2016349.png,14.271823,ok,39.15597915649414,ViT-B-32/laion2b_s34b_b79k,0.33447265625,v2.1,1.0294753313064575,ImageReward-v1.0
p2006,2005,5,4,"Majestic fantasy scene of a Vienna coffeehouse, intricate details, ethereal atmosphere, magical elements, grandiose and ornate, soft golden hour light, vibrant color palette, high resolution, digital painting, art by Artgerm and Alphonse Mucha",top,2017349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2006__seed_2017349.png,14.339736,ok,41.49070358276367,ViT-B-32/laion2b_s34b_b79k,0.30859375,v2.1,0.4650702476501465,ImageReward-v1.0
p2007,2006,6,4,"a capybara with chibi features, sitting in a stylized anime field, soft shadows, vibrant colors, detailed background with flowers and grass, anime art style",top,2018349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2007__seed_2018349.png,14.355401,ok,40.60042190551758,ViT-B-32/laion2b_s34b_b79k,0.2841796875,v2.1,1.0842218399047852,ImageReward-v1.0
p2008,2007,7,4,"A sleek neonpunk sunset, a polished white robot with a brown head crowned with glowing neon flowers faces a vibrant orange sky and a deep blue sea, illuminated by soft golden hour light, with rich textures and a dynamic perspective.",top,2019349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2008__seed_2019349.png,14.370637,ok,43.2330322265625,ViT-B-32/laion2b_s34b_b79k,0.35302734375,v2.1,0.5494194030761719,ImageReward-v1.0
p2009,2008,8,4,"a neon-lit brindle greyhound with a glowing grey face is laying down with a cybernetic ""happy anniversary"" balloon floating above him, ultra detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by artgerm and greg rutkowski, neonpunk",top,2020349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2009__seed_2020349.png,14.375741,ok,45.773529052734375,ViT-B-32/laion2b_s34b_b79k,0.292236328125,v2.1,1.5598036050796509,ImageReward-v1.0
p2010,2009,9,4,"neonpunk portrait of cyborg with large, expressive eyes, sci-fi tech wear, neon blue and yellow glowing lights, dark purple shadows, intricate and elegant details, high-resolution digital painting, artstation concept art, smooth gradients, sharp focus, vibrant color palette, photorealistic, art by artgerm and greg rutkowski",top,2021349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_2/images/p2010__seed_2021349.png,14.387625,ok,33.72621536254883,ViT-B-32/laion2b_s34b_b79k,0.326171875,v2.1,0.9136651158332825,ImageReward-v1.0
