prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p7001,7000,0,1,"futuristic cityscape with Tadao Ando architecture, holographic elements, stylized plants, ground-level view at sunrise, foggy atmosphere, vibrant colors, manga style, detailed linework, dynamic lighting with vivid red and orange glow, cinematic angles, high contrast, 8k, hyper-detailed, trending on Artstation",bottom,7012346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7001__seed_7012346.png,17.851968,ok,38.1293830871582,ViT-B-32/laion2b_s34b_b79k,0.28955078125,v2.1,1.7077068090438843,ImageReward-v1.0
p7002,7001,1,1,"In the midst of a raging storm, Charlie and Rachel race through the flooded streets of the city, dynamic anime lines and vibrant colors emphasizing their determination. They reach a devastated construction site, ready to lend their hands and restore order, under the dramatic chiaroscuro of the stormy sky.",bottom,7013346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7002__seed_7013346.png,14.491327,ok,40.19669342041016,ViT-B-32/laion2b_s34b_b79k,0.314453125,v2.1,1.33294677734375,ImageReward-v1.0
p7003,7002,2,1,"Highly detailed 3D model of several medieval ships ablaze, dark smoke columns ascending, fiery backdrop, stormy atmosphere, dark storm clouds overhead, fog, moody cinematic lighting, atmospheric, dark",bottom,7014346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7003__seed_7014346.png,14.203459,ok,35.777313232421875,ViT-B-32/laion2b_s34b_b79k,0.3154296875,v2.1,1.6269350051879883,ImageReward-v1.0
p7004,7003,3,1,"A pixelated astronaut launches into a vibrant, blocky sky.",bottom,7015346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7004__seed_7015346.png,14.262249,ok,39.25960540771485,ViT-B-32/laion2b_s34b_b79k,0.257568359375,v2.1,1.146951675415039,ImageReward-v1.0
p7005,7004,4,1,"highly detailed digital art of an anthropomorphic capybara pirate in elaborate, intricate attire, ultra realistic, 4K, octane render, soft golden hour light, rich textures, dynamic perspective, vibrant color palette, sharp focus",bottom,7016346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7005__seed_7016346.png,14.360586,ok,42.3399658203125,ViT-B-32/laion2b_s34b_b79k,0.35693359375,v2.1,1.5827778577804565,ImageReward-v1.0
p7006,7005,5,1,"A digital painterly rendering of an intricate orange and gray machine with a central spiral element, balanced composition, fluid brushstroke-like piping, and a vibrant color palette, under soft golden hour light, with rich textures and high resolution.",bottom,7017346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7006__seed_7017346.png,14.450619,ok,38.56487655639648,ViT-B-32/laion2b_s34b_b79k,0.295654296875,v2.1,0.8629418015480042,ImageReward-v1.0
p7007,7006,6,1,"Handsome werelizard with intricate reptile skin, set in a detailed swamp landscape, bathed in dark, magical night light, highly detailed digital art, sharp focus, elegant and matte, inspired by WLOP, Artgerm, Greg Rutkowski, and Alphonse Mucha, masterpiece.",bottom,7018346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7007__seed_7018346.png,14.440773,ok,31.73340034484864,ViT-B-32/laion2b_s34b_b79k,0.33984375,v2.1,1.7523516416549683,ImageReward-v1.0
p7008,7007,7,1,"a colossal neon-lit airship hovering above a dystopian city, cybernetic gears and holographic displays, by a professional neonpunk artist, trending on ArtStation",bottom,7019346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7008__seed_7019346.png,14.458564,ok,39.914024353027344,ViT-B-32/laion2b_s34b_b79k,0.3134765625,v2.1,1.8761990070343018,ImageReward-v1.0
p7009,7008,8,1,"Giancarlo Esposito as Dhalsim, 8-bit jump kick, pixel art, vibrant color palette, retro gaming style, dynamic perspective, sharp focus, high resolution",bottom,7020346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7009__seed_7020346.png,14.4754,ok,36.12160110473633,ViT-B-32/laion2b_s34b_b79k,0.27099609375,v2.1,1.7849633693695068,ImageReward-v1.0
p7010,7009,9,1,"8-bit Mexican pueblo in lush valley, pixelated colors, retro gaming feel",bottom,7021346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7010__seed_7021346.png,14.894228,ok,33.7888298034668,ViT-B-32/laion2b_s34b_b79k,0.3154296875,v2.1,1.8613337278366089,ImageReward-v1.0
p7011,7010,10,1,"A majestic, yellow rock with an urban core, reflected in a serene pond, adorned with lush, impressionistic flora, painted in soft, flowing brushstrokes.",bottom,7022346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7011__seed_7022346.png,14.488738,ok,46.45335388183594,ViT-B-32/laion2b_s34b_b79k,0.30859375,v2.1,1.5921106338500977,ImageReward-v1.0
p7012,7011,11,1,"A dystopian anime portrait: Unsentimental machine-like face, adorned with intricate, highly detailed gears and wires, against a dark, moody background.",bottom,7023346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7012__seed_7023346.png,14.50723,ok,36.7197494506836,ViT-B-32/laion2b_s34b_b79k,0.31640625,v2.1,0.30320999026298523,ImageReward-v1.0
p7013,7012,12,1,"A 3D country mansion in sunlight, with detailed architecture and a lush landscape.",bottom,7024346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7013__seed_7024346.png,14.489936,ok,36.744239807128906,ViT-B-32/laion2b_s34b_b79k,0.337646484375,v2.1,1.3470144271850586,ImageReward-v1.0
p7014,7013,13,1,"Cute 3D model of Doctor Spock, high-quality digital rendering with volumetric lighting.",bottom,7025346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_7/images/p7014__seed_7025346.png,14.536955,ok,41.520626068115234,ViT-B-32/laion2b_s34b_b79k,0.274658203125,v2.1,1.2518742084503174,ImageReward-v1.0
