prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p001,0,0,1,"Dwight from The Office as a Jedi, 8-bit pixel art, retro game sprite, vibrant colors, clean lines, sharp details, nostalgic gaming aesthetic",top,12346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p001__seed_12346.png,14.230313,ok
p002,1,1,1,"digital illustration of nick cave baking pizza, neon colors, surreal and unsettling, intricate details, vivid and vibrant, by kuvshinov ilya, wayne barlowe, and artgerm",top,13346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p002__seed_13346.png,14.449291,ok
p003,2,2,1,"Two highly detailed anime-style baseball cakes, with intricate bat motifs and the number 4 on top, showcasing vibrant colors, dynamic shading, and a soft golden hour light, with rich textures and a serene mood.",top,14346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p003__seed_14346.png,14.159676,ok
p004,3,3,1,"A pixelated bedroom with a large window framed by soft curtains, showcasing a blocky mountain landscape under a serene sky with a misty ambiance.",top,15346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p004__seed_15346.png,14.342103,ok
p005,4,4,1,"a pixel art gorilla at sunset near a pixelated lake, 8-bit colors, retro gaming style",top,16346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p005__seed_16346.png,14.336182,ok
p006,5,5,1,"A highly detailed anime scene of an old mouse meticulously selecting orange juice in a bustling supermarket, with vibrant colors and intricate background details.",top,17346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p006__seed_17346.png,14.790709,ok
p007,6,6,1,"Young girl in forest at night, holding monster energy can, illuminated by camera flash, short ginger hair, shades, vintage digital photo, 2003, grainy, moody.",top,18346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p007__seed_18346.png,14.361765,ok
p008,7,7,1,"create a neon-lit, ironic logo for ""Media Dullies"" with sleek, futuristic fonts, glowing cybernetic elements, and a dynamic, high-contrast composition in a vibrant color palette, set against a smooth gradient background with sharp focus and photorealistic detail",top,19346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p008__seed_19346.png,14.359621,ok
p009,8,8,1,"Vibrant neonpunk portrait of a German Shepherd on a blue round canvas, with neon and cybernetic elements.",top,20346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p009__seed_20346.png,14.411013,ok
p010,9,9,1,"pixel art portrait of nicolas cage, 8-bit cloudy sky, lush pixelated landscape, retro game aesthetic, vibrant palette, detailed pixel work, nostalgic charm",top,21346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_0/images/p010__seed_21346.png,14.393879,ok
